region,type_source,type,type_v01,residential_type,remove,english_name,source_datasets
germany,Wohnhaus;Toilette,residential,residential,,False,residential house,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Wohnhaus;Touristisches Informationszentrum,residential,residential,,False,residential house,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Wohnhaus;Zoll,residential,residential,,False,residential house,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Wohnheim,residential,non-residential,apartment block,False,dorm,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Wohnheim;Gaststätte,residential,non-residential,apartment block,False,dorm,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Wohnheim;Kindergarten,residential,non-residential,apartment block,False,dorm,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Wohnheim;Theater,residential,non-residential,apartment block,False,dorm,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Zollamt,public,non-residential,,False,Zollamt,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Zurückspringende Geschosse,others,,,False,Recessed storeys,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Zurückspringendes Geschoss,others,,,False,Recessed storey,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Zuschauertribüne,public,,,False,Spectator stand,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Zuschauertribüne, nicht überdacht",public,,,False,Spectator stand (unroofed),"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Zuschauertribüne, überdacht",public,,,False,Spectator stand (roofed),"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Ärztehaus, Poliklinik",public,non-residential,,False,"Medical center, polyclinic","gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Ärztehaus, Poliklinik;Apotheke",public,non-residential,,False,"Medical center, polyclinic","gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Ärztehaus, Poliklinik;Arztpraxis",public,non-residential,,False,"Medical center, polyclinic","gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Ärztehaus, Poliklinik;Geschäft",public,non-residential,,False,"Medical center, polyclinic","gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Überdachung,others,,,False,Roofing/shelter,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
italy,1,residential,residential,,False,residential,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,10,public,non-residential,,False,recreational,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,1001,public,non-residential,,False,seat of cultural activities,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,100101,public,non-residential,,False,library,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,100102,commercial,non-residential,,False,cinema,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,100103,public,non-residential,,False,"theater, audience","gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,100104,public,non-residential,,False,museo,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,1002,public,non-residential,,False,venue for sporting activities,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,100201,others,non-residential,,False,Covered pool,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,100202,public,non-residential,,False,lecture,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,101,residential,residential,,False,housing,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,102,,unknown,,False,unknown,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,11,public,non-residential,,False,"prison, prison","gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,12,commercial,residential,,False,accommodation facilities,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,1201,commercial,non-residential,,False,hotel structure,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,1202,commercial,non-residential,,False,"headquarters hotel, inn","gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,1203,others,non-residential,,False,camping,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,1204,others,non-residential,,False,mountain refuge,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,2,commercial,non-residential,,False,administrative,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,201,public,non-residential,,False,municipality,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,202,public,non-residential,,False,province headquarters,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,203,commercial,non-residential,,False,regional headquarters,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,204,public,non-residential,,False,embassy or consulate,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,205,public,non-residential,,False,seat of metropolitan city,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,3,public,non-residential,,False,public service,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,301,public,non-residential,,False,health care,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,30101,public,non-residential,,False,seat of social assistance service,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,30102,public,non-residential,,False,hospital seat,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,30103,public,non-residential,,False,health services headquarters asl,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,30104,public,non-residential,,False,clinical location,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,303,public,non-residential,,False,instruction,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,30301,public,non-residential,,False,school location,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,30302,public,non-residential,,False,university,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,30303,public,non-residential,,False,research lab,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,304,public,non-residential,,False,seat of post-telegraphs,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,305,public,non-residential,,False,seat of court,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,306,public,non-residential,,False,headquarters of law enforcement agencies,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,307,public,non-residential,,False,headquarters of the fire brigade,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,308,others,non-residential,,False,forest toll booth,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,4,public,non-residential,,False,military,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,401,residential,non-residential,apartment block,False,barracks,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,5,public,non-residential,,False,place of worship,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,501,public,non-residential,,False,convent,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,6,commercial,non-residential,,False,transportation services,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,601,industrial,non-residential,,False,airplane,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,60101,public,non-residential,,False,airport passenger station,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,60102,,non-residential,,True,heliport,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,602,,non-residential,,True,road,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,60201,public,non-residential,,False,bus station,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
italy,60202,commercial,non-residential,,False,multi-storey or covered parking,"gov-italy-veneto,gov-italy-valle-d-aosta,gov-italy-toscana,gov-italy-piemonte,gov-italy-lazio,gov-italy-emilia-romagna,gov-italy-calabria,gov-italy-basilicata"
